Topic,Count,Name,Representation,Representative_Docs,TopWords
9,105,9_사내_노인_지하_자신,"['사내', '노인', '지하', '자신', '물체', '인간', '개', '태양', '남자', '표정']","['약국 향하다 사내 따라다 걸다 갈등 오래전 겨드랑 의 뒷주머니 손 찔러다 넣다 약국 향하다 사내 의 전 전 시간 전 약국 향하다 사내 의 전 전 태어나다 전 떠올리다 사각형 바깥 가로지르다 약국 향하다 사내 의 쓰러진다 그림자 밑 흐르다 이유 없다 전 전 사라지다 전 약국 향하다 사내 가다 과 사이 눈 일 때 몸 안 어둠 달려오다 자동차 몸 피한다다 나 너 그 그녀 만들다 있다 햇빛 아래 일인칭 빈속 먹다 약사 말 알다 선생 하다 사내 될까다 거스름돈 받다 사내 될까다 돌아오다 저녁 벤치 앉다 물약 마시다 사내 될까다 노을 배경 내일 점심 약속 사내 될까다 그림자 모른다 약국 향하다 사내 될까다 사내 슈퍼 뛰어가다 학생 상한 우유 따지다 여자 변기 고치다 남편 될까다 집 도착 때 손 약봉지 돌리다 무언가 될까다 빈다 칸 알맞다 무엇 될까다', '지하 보도 숨다 살다 미확인 지하 물체 추락 사건 진상 사건 지하 지상 불시착 점 자정 넘다 밤 지하 물체 지상 떠올랐다 도로 위 미동 정지 브레이크 굉음 환한다 헤드라이트 불빛 지하 물체 자석 끌어당겼다 후 도마 위 피 닦다 행주 정부 비밀 요원 지하 물체 수거 갔다 지하 물체 불시착 자리 흰다 테두리 인간 형상 그려져다 지하 물체 밝다 빛 둘러싸인다 미지 공간 냉동 보관 차가운다 수술대 위 놓였다 낯선다 언어 구사 코 입 없다 녹색 외계인 지하 물체 학술 해부 외계 우주선 하다 지하 물체 지하 세계 사라졌다 누군가 헛디딘다 계단 미확인 지하 물체 뺑소니 같다 빠르다 지하 세계 숨어들다 레지스탕스 지하 물체 핍박 피해다 지하 숨어든다 자신 메시아 믿다 지하 광장 분수대 밑 쪼그려다 앉다 지하 물체 은백색 비행접시 찾아와다 구원 메시지 날라다다 인간 신 형상 신다 인간 형상 미지 외계인 미확인 지하 물체 선택 예언 말씀 지하 세계 무료 신문 속 외계인 의한다 피랍 수 인체 발화 수 늘어났다 기사 지다 하단 가십난 숯불 글씨 씌다 티브이 검다 복면 쓴다 테러리스트 외계인 피랍 영화 보다 모방 범죄 저지르다 교회 십자가 위 둥글다 흰빛 미확인 비행 물체 후광 머물렀다 공중 들다 올려졌다 지하 광장 지하 물체 피랍 순간 기다렸다 지상 지하 경계 왕래 맨틀 에스컬레이터 인간 태우다 움직이다', '사내 밤 길 잃다 길 그 뱉다 골목 가로등 보이다 되다 그 뱉다 길 주둥이 길 똥구멍 사내 알다 길 벗어나다 그 짓물러다 길 위 있다 나무 썩다 뿌리 드러내다 서다 사내 손 나뭇가지 붙잡다 무거운다 공중 흘러다 다니다 개구리밥 사내 형체 유지 몸 달라붙다 몸 푸른다 비늘 돋아난다 같다 사내 제 푸른다 도마뱀 될다 생각 혀 날름거려다 보다 웃음 소리 몸 안쪽 서 울려다 나오다 내장 웃다 사내 배 움켜잡다 멈추다 웃음 소리 사내 입 밖 흘러나오다 사내 몸 곳곳 퍼져다 나갔다 웃음 소리 사내 몸 길다 가늘다 사내 덩굴 되다 푸른다 비늘 같다 이파리 사내 몸 덮다 사내 가다 가지 뻗다 길 더듬다 사내 길 위 돌아왔다 알다 없다 밤 막다른다 길 담장 덮다 덩굴 이파리 웃음 소리 흔들리다 흔들리다 들리다 들리다']","사내(0.036), 노인(0.019), 지하(0.018), 자신(0.015), 물체(0.014), 인간(0.013), 개(0.013), 태양(0.012), 남자(0.012), 표정(0.012)"
10,85,10_나비_날개_거미_비둘기,"['나비', '날개', '거미', '비둘기', '새다', '구멍', '깃털', '부리', '날다', '공']","['청산 맘속 하루 종일 상스런다 욕 해다 누에 따라다 발목 잡다 향기 꽃 뿌리치다 나비 청산 갈다 있다 그곳 사다 꽃 꽃 모가지 베다 靑 江 뿌리다 가시 울타리 날개 찢긴다 나비 모질다 찢긴다 나비 그날 여왕 되다 새 아래 머리 조아리다 세상 가벼운다 영혼 대접 받다 곳 나비 청산 가다 그곳 말 푸른다 탱자 가시 창궐 보다 푸름다 하늘 탑 닿다 영혼 폭발 같다 그곳 생각 여름날 들판 맞닥뜨린다 소낙비 냄새 나 비 고함 치다 보다 고함 치다 청산 무서워다 뒷걸음질 치다 나비 그곳 네 날개 문양 새길다 필요 없다 가시 울타리 긁힌다 상처 문양 되다 피 문양 가문다 대대로 영광 봄날 자욱 돋아나다 아지랑이 들판 가로지르다 나비 청산 가다 봄 되다 사타구니 벌리다 꽃 선 매독 내 나 가다 지쳐다 공중 떨어지다 나비 내 몸 허공 떠다니다 시작 영혼 화한다 몸 가볍다 청산 가다 봄날', '나비 밀어내다 나비 날아간다다 나비 접힌다다 펴다 나비 될까다 나비 될다 있다 나비 밀어내다 나비 깜빡인다다 나비 몸 가볍다 생각 가볍다 마음먹다 날아가다 드물다 인형 공중 매달려다 나비 달아나다 나비 돌아온다다 나비 밀어내다 나비 닮다 옥타브 벗어나다 나비 따라다 부르다 어려운다 나비 나비 밀어내다 나비 넘어선다다 높다 나비 비 온다다 비 간다다 나비 버리다 간다 나비 나비 채우다 나비 줄 인형 꽃밭 속 나비 담근다다 나비 될까다 나비 될다 있다 나비 밀어내다 나비 발생 나비 서성이다 나비 날아간다다', '거미줄 나비 몸 거미 뱃속 통과 나비 허공 그려다 날갯짓 나비 거미 선물 허공 먹혀서다 밥그릇 나비 나비 불러다 파닥이다 허공 지진 바람 허락 허기 바닥 파다 돌멩이 그리움 받친다다 부딪침다 전하다 햇빛 거미 거미줄 사이 나비 생 있다 거미 몸 지나다 거미줄 서다 거미 이전 자신 부르다 그것 어머니 아버지 닮다 형 미워하다 사연 내게는 사랑 얼굴 바꿔다 오다 이유 나비 나비 가다 세상 흔든다다 흔들려다 非情 완성']","나비(0.053), 날개(0.036), 거미(0.035), 비둘기(0.031), 새다(0.028), 구멍(0.021), 깃털(0.019), 부리(0.017), 날다(0.017), 공(0.016)"
11,85,11_시_시인_시집_동무,"['시', '시인', '시집', '동무', '소설', '자신', '미안', '당나귀', '문학', '산문']","['화살 날아와다 박히다 전 시인 안 화살촉 틈 있다 시인 먹다 때 입 때 때 화장실 시인 뒤집어썼다 눈 뜨다 온몸 낯선다 박동 남다 사라졌다 보편 시인 일 그러다 시인 아무 편식 영혼 되다 주머니 속 손 넣다 걸으면다 아무것 주울다 필요 없다 사람 보이다 시인 시인 멋지다 물다 연기 뿜다 감각 가지다 했다 시인 시간 지날수록다 입속 보풀 일다 방 돌아온다 시인 시인 뛰쳐나왔다 시인 시인 두들겨팼다 맞다 시인 시인 시인 속 들어갔다 거기 시인 시인 때리다 시작 시인 사랑 폭력 초월 들뜬다 눈물 눈물 시인 안 시인 모양 틈 있다 시인 시인 없다 시인 자식 시인 죽이다 오다 비열 자식 칭찬 시인 시인 늘려다 자식 입혀다 천사 천사 중요 순백 날개 가르쳐다', '나 시 쓰다 시 쓰다 시 쓰다 시 쓰다 시 쓰다 시 쓰다 시 쓰다 시 쓰다 시 쓰다 시 쓰다 시 쓰다 시 쓰다 시 쓰다 시 쓰다 시 쓰다', '나 시 썼다 시 예전 읽다 시 내 읽다 시 맞다 확인 책장 책장 곳 찾다 시 있다 시집 찾다 없다 나 서점 가다 시집 찾아보다 제목 기억 제목 흔한다 단어 이루다 기억 나 시 시 닮다 생각 어디 본다 없다 나 나 시 친구 내 시 보여다 시 친구 내 쓴다 시 보다 그러다 어디 읽다 같다 모르다 내 시 읽다 나 시 썼다 시 친구 친구 소개 우리 자기 쓴다 시 보여다 우리 시 닮다 갔다 우리 시 쓰다 얘기 해다 모르다 그 시 쓰다 그만두다 나 많다 잊어버린다다 그 이름 기억 나다 예전 썼다 시 서랍 속 발견 거기 이름 씌다 그게 내 시 친구 시 모르다 나 시 쓰다 나 그것 반 접다 된다 시집 사이 끼워다']","시(0.113), 시인(0.104), 시집(0.031), 동무(0.028), 소설(0.025), 자신(0.020), 미안(0.019), 당나귀(0.016), 문학(0.015), 산문(0.014)"
12,75,12_편지_필자_칠판_글자,"['편지', '필자', '칠판', '글자', '페이지', '앞치마', '책상', '종이', '우체통', '유진']","['여자 당신 술잔 끝 가다 마음 말 하다 듣다 끝 당신 말 하다 어쩐다 일 저 알다 되다 술잔 끝 편지 놓다 손 감싸다 그것 불멸 체온 보이다 봉투 보이다 하다 봉투 당신 편지 늦다 찾다 있다 찾다 있다 저 모르다 저 편지 아무것 적다 얼음 문자 휘발 암호 무언가 적다 당신 말 우리 그때 젊다 말 편지 당신 발견 없다 우리 시간 필요 제 떠날다 시간 당신 이곳 남다 시간 당신 깊다 곳 당신 끝 갈다 시간', '우체국 나 온다 편지 읽다 정리 편지 집 가져오다 한다다 언제 훔친다 편지 정기 구독 연도 묶다 편지 운동 상자 넣다 몽유병 편지 날 떠돌다 나 편지 정리 우체국 집 엽서 앞면 뒷면 붙다 나 하루 단조로운다 론도 있다 때 편지 꺼내다 읽다 고쳐다 써볼다 때 있다 고쳐다 쓴다 시간 적막 눈 되다 쌓인다다 시간 필사 메다 하다 이 뿌려진다 앞면 깨어나다 우체 국장 혼난다다 어디 본다 말 눈 밑 그늘 쌓이다 하루 끝 나 나 깊다 상자 들다 나 몸 편지 접히다 나 편지 되다 까만다 겨울 바다 추락 눈부신다 장난 나부끼다 출렁이다 우편 공간 살얼음 간다다 지각 카드 나', '필자 되다 필자 되다 쓰다 필자 필자 대해다 말 말 쓴다다 필자 팔자 없다 나 대신 그러다 내 되다 내 되다 말 순간 필자 쓰다 마치다 이름 적다 하단 상단 들어가다 이름 필자 필자 내 이름 적다 읽다 필자 글 필자 필요 하다 글 필자 맞다 고치다 다듬다 발표 필자 글 필자 될다 없다 글 필자 되다 괴로운다 글 그동안 버리다 써다 필자 모른다다 필자 된다 이상 필자 모르다 필자 글 오랜만 읽다 필자 썼다 필자 발표 글 필자 좋다 할까다 그건 모를다 일 필자 몰라야다 알다 좋다 없다 필자 글 평가 필자 글 읽다 분개 필자 사람 필자 같다 필자 남겨다 악담 분개 치 떤다 필자 사람 필자 되다 애쓰다 필자 무식 용기 좌절 절망 필자 체념 사람 무성의 세계 외면 받아들이다 필자 글 필자 좋다 좋다 필자 제외 사람 있다 글 쓸다 같다 계속 쓸다 같다 계속 내 필요 같다 계속 내 등장 이유 필자 글 읽다 안다다 나 말다 누구 필요 하다 필자 글 읽다 고친다다 다듬다 나 필자 될다 같다 팔자 없다 필자 글 끝나다 내 이름 적다 일 남다 상단 하단 필자 밝힌다다']","편지(0.062), 필자(0.049), 칠판(0.044), 글자(0.039), 페이지(0.034), 앞치마(0.025), 책상(0.023), 종이(0.021), 우체통(0.020), 유진(0.019)"
13,68,13_복도_오류_의자_침대,"['복도', '오류', '의자', '침대', '병', '계단', '구두', '거울', '열리다', '그럴듯하게다']","['오류 오류 쌓다 계단 오르다 계단 내려가다 오류 오류 쌓다 층계참 하늘 보다 땅 보다 중간 어디 보다 오류 오류 쌓다 날 담배 피우다 선수 움직임 상상 오류 오류 쌓다 오류 오류 낳다 버드나무 모옥 와옥 오류 오류 낳다 오류 오류 쌓다 오류 오류 쌓다 오류 오류 쌓다 습관 너 사랑 습관 이상 너 사랑 오류 오류 쌓다 전투기 지나가다 가을 하늘 뭉게구름 오류 오류 쌓다 책 덮다 창밖 오후 가을 그리움 마르다 마지막 쓰르라미 토할다 토하다 오류 오류 쌓이다 그리움 발바닥 땀 같다 닮다 오류 오류 쌓다 절망 절망 배반 망각 이르다 절망 커피 식고 그리움 쌓이다 오류 오류 쌓다 굳다 마르다 부서지다 흘러가다', '복도 걸어간다다 복도 손 대다 복도 손 불편 된다 손 복도 읽다 손 목 조른다다 숨 쉬다 공기 복도 묻혀다 모서리 채찍 휘두른다다 복도 나 지나다 몰려다닌다다 나 곳 몰려다 나 손 떨어뜨린다다 떨어뜨린다 손 줍다 복도 연결 내 손 복도 복도 사이 흘러다 다닌다다', '긴다 의자 복 복도 긴다 의자 긴다 의자 창문 있다 창문 네 보다 되다 있다 있다 고개 돌리다 있다 네 끌어당겨다 도망 있다 복도 달음질치다 복도 있다 뛰다 의자 관자놀이 있다 관자놀이 잃어버린다 의자 있다 의자 의자 의지 있다 의지 비다 순간 있다 순간 잦아진다다 빈다 복도 들려오다 노래 있다 의자 앉다 그것 듣다 의지 있다 순간 잦다 의자 접힌다다 의자 던져다 의자 점 작다 의자 지우개 지워다 팔 점 번진다다 흩어진다 점 흩어진다다 팔 흩어진다 의자 흩어진다 복도 들다 올리다 팔다 산재 무게 들다 올리다 의자 펼쳐진다다 의자 녹다 의자 생각 의자 땀 젖다 의자 고개 처박다 의자 물 젖다 의자 앉다 의자 앉다 의자 소용돌이치다 부분 된다다 의자 소용돌이 삼킨다 식도 된다다 뛰다 관자놀이 된다다 긴다 의자 헤매다 복도 된다다 떠들다 위해다 의자 입술 없다 지속 의자 부족 다리 위해다 의자 입술 없다 지속 복도 사라지다 놀이 하다 아이 있다 놀이 속 서다 아이 사라질다 때 깨어나다 복도 있다 돌아오다 돌아와다 웅얼거리다 웅얼거림다 있다 웅얼거림다 웅얼거리다 긴다 복도 있다 복도 길다 자라다 하다 웅얼거림다 있다 복도 입 없다 복도 혀 없다 복도 식도 의자 앉다 복도 의자 지탱 의자 앉다 의자 전개 의자 좌절 의자 앉다 복도 좌절 복도 서다 예언자 잠 든다다 잠 깨어나다 그 잠 의자 놓여다 그 잠 흩어져다 팔다 산재 무게 들다 올리다 팔다 산재 무게 없다 들다 올리다 팔다 의자 잠 목축']","복도(0.052), 오류(0.041), 의자(0.035), 침대(0.031), 병(0.027), 계단(0.027), 구두(0.024), 거울(0.023), 열리다(0.023), 그럴듯하게다(0.022)"
14,63,14_노래_기타_연노랑_음악,"['노래', '기타', '연노랑', '음악', '히치', '건반', '가수', '록', '박수', '손가락']","['록 그룹 결성 보컬 선생 퍼스트 기타 쎄 기타 황봉 희 선생 베이스 기타 선생 드럼 선생 밴드 이름 호프집 다트 게임 결정 던졌다 내 던졌다 녹슨다 기타 꺼냈다 아르바이트 하다 샀다 내 노란다 중고 기타 앰프 케이블 녹슬다 없다 쇠 되다 녹 스다 닦다 녹 없다 사이 손가락 녹슬다 손가락 연습 시월 학교 축제 때 제자 앞 공연 한다다 상어 쓰다 영어 들어가다 밴드 멤버 이름 영어', '오빤 가수 될다 학교 운동 장만 무대 노래 부를다 물고기 같다 댄서 조명 끊다 춤 추다 오빤 가수 될다 여자 대신 기타 사랑 빠졌다 배신 하다 여자 온몸 우다 기타 좋다 하모니카 여자 낫다 알다 차갑다 외면 오빤 가수 될다 그러다 개울 나와다 앉다 아침 저녁 노래 하다 오빨 이상 오빤 가수 될다 결혼 하다 아이 낳다 평생 노래 부르다 영화 죽다 폐병쟁이 얼굴 꼬챙이 찔린다 눈빛 빨대 가느다란다 손가락 베짱이 게으른다 천성 오빠 필요 하루 종일 시냇물 들여다보다 휘파람 분다고다 오빠 논다고다 생각 오빠 저주 받다 예술가 피 흘러다 오빤 가수 될다 오빤 때 노래 부른단다다 꿈 목 터지다 오빤 가수 될다 앞 방학 계속 해도다 레코드 가게 없다 촌구석 돌아오다 오빤 가수 될다', '기타 찾다 갔다 팽나무 쓰러졌다 기타 찾다 잤다 방파제 무너졌다 기타 찾다 갔다 기타 물 빠지다 전 기타 찾다 물 떠내려온다 지붕 다리 무너졌다 기타 찾다 갔다 시가지 침수 기타 찾다 갔다 시가지 정전 기타 찾다 갔다 내 수리 맡긴다 기타 괴물 같다 기타 센티멘털 기타 잃다 살아남다 기타 한정판 기타 세상 많다 기타']","노래(0.051), 기타(0.049), 연노랑(0.038), 음악(0.035), 히치(0.029), 건반(0.028), 가수(0.027), 록(0.025), 박수(0.024), 손가락(0.022)"
15,53,15_모퉁이_광장_막차_바깥,"['모퉁이', '광장', '막차', '바깥', '발', '차', '택시', '자동차', '멈추다', '좁다']","['사람 되다 나 막 걸어갔다 막 걸어가다 같다 바깥 나왔다 바깥 한참 걸어가다 길 안 휘어져다 안 사람 되다 나 걸어오다 내 만났다 만나다 사람 되다 막 걸어갔다 나 바깥 걸어서다 안 들어오다 된다 내 만나다 어쩔다 모르다 포개졌다 헤어졌다 포옹 해야다 하다 오렌지 밭 있다 마을 한때 살다 세상 아름다운다 언다 덕 너머 있다 사람 되다 나 해안선 묻다 파도 거품 맞다 사람 나 매장 파도 앞 서다 매장 파도 따라다 파도 사전 속 바람 인 묻다 반짝이다 발 감싸다 기어 기어 올라오다 물 모래 반짝이다 인 같다 거품 금 남겼다 서다 파도 거품 금 묻다 선 위 서다 사람 되다 나 사람 된다 나 사이 경계선 지워졌다 합치 느꼈다 파도 거품 묻다 발 씻다 나 사람 되다 안 바깥 걸다 나오다 파도 거품 묻다 발 가진다 나 만났다 바깥 안 걸어가다 바깥 나왔다 안 바깥 나가다 안 나왔다 안 밖 포개진다 겹침다 선 속 불길 흐르다 오렌지 밭 오렌지 소리 익다 거울 속 극장 대신 같다 가설물 설치 늑대 풀 먹다 떠날다 눈치 사람 거기 살다 긴다 치마 아래 보이다 발 늑대 오물 묻다 향기 풍금 누르다 있다 곳 살다 그녀 있다 풍금 누르다 늑대 발 식도 밖 삐져다 나오다 내 젓가락 들다 바람 앞 앉다 의식 극장 관람', '모퉁이 모퉁이 돌아가다 사람 모퉁이 돌아가다 사람 바라보다 사람 날 모퉁이 돌아가다 내 아침 걸다 날 저물다 진종일 모퉁이 부딪친다 나 모퉁이 모퉁이 드나들다 파다 나 모퉁이 돌아가다 나 모퉁이 파이다 나 모퉁이 꺾이다 어디 언제 모퉁이 끝 간다 없다', '날 당신 앞 모퉁이 나타난다다 모퉁이 당신 보다 될다 이어진다 선분 당신 모퉁이 돌다 모퉁이 발음 모퉁이 발음 모퉁이 돈다다 모퉁이 돌다 지나칠다 있다 오늘 모퉁이 당신 사라지다 나타날다 종용 모퉁이 지나치다 모퉁이 냉정 모퉁이 어둡다 모퉁이 발생 가능 사건 형태 존재 당신 모퉁이 돌다 위 쳐다본다다 하늘 보이다 보이다 되뇌다 감정 할까다 할까다 이것 문장 연습 종류 감정 소멸 거부 종류 감정 삼각형 사각형 각다 도형 감각 위 받다 모종 마음 새장 새 새 새장 휘날리다 은빛 깃털 은빛 깃털 휘날림다 당신 약간 온기 족하다 당신 온기 부족 당신 모퉁이 돌다 오전 오후 연습 나타났다 사라지다 일 불가해 연습 그림자 각도 예측 그림자 일부 된다다 모퉁이 돌다 모퉁이 발음 모퉁이 발음 모퉁이 돈다다 날 당신 앞 모퉁이 나타난다다']","모퉁이(0.053), 광장(0.021), 막차(0.021), 바깥(0.020), 발(0.020), 차(0.018), 택시(0.018), 자동차(0.016), 멈추다(0.016), 좁다(0.015)"
16,53,16_고양이_우산_낯선다_사라집니다다,"['고양이', '우산', '낯선다', '사라집니다다', '배꼽', '지나갔다', '골목', '짐승', '털', '노래']","['당신 가다 좋다 당신 고양이 당신 살다 당신 고양이 살다 동안 내 당신 고양이 밥 주다 양치질 내 시켜다 심장 사상충 약 내 발라다 퇴근 돌아온다 당신 고양이 귀여워하다 하다 됐다 나 아침 저녁 고양이 똥 오줌 치웠다 빠지다 나 털 빗질 관절 약 크릴새우 치약 사료 먹여다 피곤 때 팔 아프다 사냥 놀이 해다 잠 들다 때 턱 쓰다듬다 그래다 당신 고양이 나 맥주 잔 사다 심부름 해다 내 시간 용돈 까먹다 내 어깨 매달려다 눈보라 헤치다 예방 접종 하다 갔다 기분 좋다 때 내 가슴 구름 밟다 뛰어다녔다 내 목 발톱 자국 만든다 내 침대 털다 뭉치 토한다 당신 고양이 당신 고양이 나 도운다 없다 나 사랑 당신 고양이 당신 나 지냈다 당신 간다고다 내 외로울다 같다 당신 가다 괜찮다 내 잠 용돈 바칠다 곳 없다 고양이 달라다 나 나 사랑 존재 내 사랑 존재 필요 당신 가다 고양이 말 하다', '너 너 껴안다 발버둥 사방 고양이 등장 두더지 지면 뚫다 등장 고양이 있다 각성 고양이 살의 고양이 광란 고양이 고무 고양이 어부 고양이 고양이 복서 고양이 피트 활 훔친다 고양이 고양 고양이 수많다 고양이 뛰다 논다다 가지각색 털 휘날린다다 너 반려 히다 쌓인다 털 속 잠겨다 든다다 어둠 온다다', '커튼 앞 여자 앉다 여자 기다리다 고양이 술 여럿 달린다 카펫 지나간다다 카펫 끝 고양이 여자 무릎 위 올라간다다 고양이 무릎 위 지나간다다 여자 허공 손 들다 고양이 꼬리 세우다 걸어간다다 손바닥 고양이 털 지나간다다 머리 지나간다 뒤 꼬리 여자 손 쓸다 오른편 주전자 물 끓다 소리 나다 휘파람 여자 휘파람 집중 사이 고양이 내려가다 없다 여자 고양이 내려갔다 모른다다 주전자 덜그럭거리다 소리 들리다 전 고양이 그림 나 걸어간다다 고양이 당신 앞 걸어오다 고양이 당신 바라보다 걸어오다 고양이 걸어간다다']","고양이(0.199), 우산(0.025), 낯선다(0.024), 사라집니다다(0.020), 배꼽(0.017), 지나갔다(0.017), 골목(0.017), 짐승(0.016), 털(0.015), 노래(0.014)"
17,42,17_별_영광_우주_운석,"['별', '영광', '우주', '운석', '휴지', '지구', '행성', '구', '지포', '빛나다']","['꽃차례 별 운다다 밤 운다다 별 맑다 소리 별 사이 있다 거울 어둠 견디다 금 가다 운다다 되돌아오다 소리 머금다 운다다 맨살 맨살 부딪치다 서러운지다 울다 하다 별빛 지상 왔다 별 울음 소리 도착 별 거처 아다 날 밝다 이별 별도 꽃 갈피 없다 녹슬다 소리 없다 별빛 잠들다 사람 시선 담다 별 눈매 가벼워서다 별빛 떠나다 눈물 시늉 별 남다 우리 지켜본다 별 비문 있다', '두루미 자리 마차부자리 나침반 자리 외뿔소자리 밝다 별 있다 어두운다 별 있다 가까운다 별 있다 먼다 별 있다 삼각형 자리 조각실자리 남쪽물고기자리 북쪽왕관자리 밤하늘 위 너 나 이름 박혀다 울다 말 울다 만드다 사람 철들다 마음 건너뛴다 사철나무 살다 죽다 말 대신 죽다 산다고다 말 일 대해다 육분 자리 자리 자리 인디언자리 너 나 사이 계절 놓여다 어제 쪽지 외투 주머니 넣다 걷다 베가 알타이르 데네브 여름 삼각형 프로키온 시리우스 베텔게우스 겨울 삼각형 별 무엇 별 어디 어디 이동 별 별 만날다 때 너 나 말 어디 어디 흘러가다 거문고 자리 극락조자리 기린 자리 그물자리 독수리자리 서다 뱀주인자리 비둘기 자리 돌고래자리', '나 태어나다 끌어안다 별 버렸다 처마 떨어지다 빗방울 타원 몸 요철 생겨났다 내게서 별 떨어져다 때 나 입 벌리다 울다 화석 울음 비집다 나오다 입 벌어진다 두개골 박혀다 별 모서리 빠져나가다 입 열렸다 사타구니 겨드랑이 쇄골 배꼽 파인다 별 안다 흔적 곳곳 별 체온 묻다 내 떨어지다 별 끌어안다 떨어지다 별 끌어안다 모르다 너 별 버렸다 나 몸 웅크려다 나 안다 내게서 버려진다 별 끌어안다 마음 너 안다 그때 내 어깨 팔꿈치 무릎 손 발 이마 턱 코 별 모서리 스쳐다 별 모서리 맞닿다 찰나 키스 코 턱 혀 부딪침다 이마 맞댄다 이후 이별 이후 구두 뒤축 비벼다 꺼도다 검다 연기 그림자 피어올랐다 그림자 나 향해다 기억 칼 칼 저녁 새벽 하루 공중 베다 낡다 거리 차려입다 닦인다 외투 안 마당 열린다 왈츠 어깨 위 손 별 떠올랐다 반짝이다 지금 뒤 있다 볼다 없다 곳 있다 나 끌어안다 뒤 떠다 팔꿈치 내 몸 모서리 네 끌어안다 떨어질다 별 되다 증거 포옹 우리 몸 빗방울 반짝이다 떨어질다 이곳 저곳 별 끌어안다 마음 밤 나 안다 별 버렸다']","별(0.104), 영광(0.043), 우주(0.036), 운석(0.028), 휴지(0.025), 지구(0.023), 행성(0.022), 구(0.021), 지포(0.017), 빛나다(0.017)"
18,41,18_어울리다_상자_하양_시,"['어울리다', '상자', '하양', '시', '상처', '술', '시리우스', '나팔꽃', '돌아온다다', '비둘기']","['그것 고구마 가깝다 팔다리 없다 온몸 멍 온몸 멍 뒤덮인다 고구마 위 멍 얹다 티나다 그것 침대 누워다 팔다리 없다 이마 넓다 얼굴 복판 끈 풀린다 운동 크기 상처 있다 상처 운동 고무 밑창 정도 함몰 그것 팔다리 없다 머리카락 길다 이마 위 내려다 오다 가닥 머리카락 아물다 상처 위 들러붙다 들러붙다 위 딱지 내리다 꺼낼다 없다 병균 그것 입 없다 말 그것 무엇 말 상처 지껄이다 말 어두운다 집 밝혀다 나무 계단 오르다 촛불 켜다 상처 주위 밝힌다다 새벽 지하철 물품 보관함 상처 가운데 간헐 피 뿜어내다 한다다 침묵 어딘가 발작 면 숨기다 자극 된다다 뿜어낸다 피 상처 테두리 넘어간다다 갈피 잡다 흘러다 다닌다다 머리카락 피 젖다 검다 피 선 넘다 더러운다 상처 말 아무 하다 들린다다 상처 손바닥 두께 깊다 하늘빛 빛난다다 풀숲 숨 늙다 버섯 하얗다 촛불 켜다 상처 밝힌다다 피 이마 위 머리 카 락 내린다다 시간 흐른다다 그것 빠질다 준비 된다 머리카락 머지않다 준비 된다 머리카락 변한다는다 의미 머리카락 처음 죽다 시체 분해 박테리아 관심 가질다 부분 없다 정도 죽다 처 음 죽다 머리카락 상처 위 내려오다 상처 몸 된다다 테두리 상처 테두리 인해다 그것 한정 고통 느낀다다 촛불 상처 밝힌다다 상처 크기 따라다 느낄다 있다 고통 양 제약 따른다다 피 흐른다다 온몸 피 뽑다 못 얻다 있다 그것 그것 걸다 다니다 시절 즐겨다 쓰다 모자 걸다 크기', '뚜껑 닫다 상자 입 다물다 없다 상자 불러다 상자 목젖 열려다 둥근다 모음 침 고 각 진다 모서리 사과 사각 거립니다 사각 상자 침 흘 모서리 갉아먹다 상자 젖다 옷 젖다 상자 떨어져다 상자 들다 당신 상자 상자 불편 상자 당신 구름 상상 있다 그것 상자 능력 상자 비 내립니다다 상자 상자 빠져나갑니다다 그것 상자 기분 당신 생각 가벼운다 상자 던지다 상자 새다 나옵니다다 당신 목젖 당신 치아 사이 새다 나오다 상자 닫혀다 뚜껑 열다 상자 상자 닫혀다', '나 어울리다 누더기 나 어울리다 시 누더기 나 어울리다 주정 나 어울리다 시 술주정 나 어울리다 폐허 나 어울리다 시 폐허 나 어울리다 폐 나 어울리다 시 폐 나 어울리다 가출 나 어울리다 시 가출 나 어울리다 구걸 나 어울리다 시 구걸 나 어울리다 부패 나 어울리다 시 부패 나 어울리다 액션 나 어울리다 시 오버액션 나 어울리다 추락 나 어울리다 시 추락 나 어울리다 거짓말 나 어울리다 시 거짓말 나 어울리다 나 어울리다 시의 나 어울리다 추태 나 어울리다 시 추태 나 어울리다 후회 나 어울리다 시 후회 나 어울리다 매독 나 어울리다 시 매독 나 어울리다 피똥 나 어울리다 시 피똥 나 어울리다 치질 나 어울리다 시 치질 나 어울리다 낙태 나 어울리다 시 낙태 나 어울리다 해다 나 어울리다 시 자 나 어울리다 자폐 나 어울리다 시 자폐 나 어울리다 구토 나 어울리다 시 구토 나 어울리다 콤플렉스 나 어울리다 시 콤플렉스 나 어울리다 나 어울리다 시 나 어울리다 나 어울리다 시 나 어울리다 나 어울리다 시 나 어울리다 동문서답 나 어울리다 시 동문서답 나 어울리다 불륜 나 어울리다 시 불륜 나 어울리다 콘돔 나 어울리다 시 콘돔 시 씌우다 콘돔 시 입술 씌우다 콘돔 시 대가리 덮어씌우다']","어울리다(0.109), 상자(0.053), 하양(0.043), 시(0.038), 상처(0.031), 술(0.030), 시리우스(0.029), 나팔꽃(0.028), 돌아온다다(0.025), 비둘기(0.022)"
