work_id,assigned_topic_hard,top1_topic,top1_pct,top2_topic,top2_pct,top3_topic,top3_pct,unexplained_pct
W00556,7,7,25.85,9,13.07,11,6.48,47.63
W00558,1,1,48.57,19,9.74,0,0.0,41.69
W00560,0,0,35.64,20,3.72,17,2.85,57.59
W00563,3,3,46.58,5,1.84,24,0.69,50.89
W00564,20,20,29.6,8,10.6,24,10.6,46.4
W00565,5,5,19.16,2,17.46,8,6.15,49.59
W00566,0,0,38.07,2,19.3,16,0.04,42.58
W00568,-1,0,14.06,4,13.02,7,7.36,42.84
W00569,-1,13,14.97,17,12.08,21,6.04,45.75
W00570,2,2,17.27,1,16.56,19,14.21,47.13
W00571,9,9,32.75,18,12.38,7,5.24,40.91
W00572,-1,13,25.67,4,10.41,14,3.39,54.74
W00573,1,21,27.66,1,23.01,7,3.52,42.4
W00574,22,22,32.97,17,9.43,9,5.01,49.1
W00575,8,8,36.85,13,5.54,0,0.0,57.61
W00576,7,7,39.41,9,9.44,1,3.65,41.06
W00577,-1,4,38.02,23,4.43,0,0.0,57.54
W00578,7,7,42.4,13,9.98,12,5.97,41.65
W00579,-1,23,15.12,19,7.88,2,6.67,52.86
W00580,-1,1,14.04,4,13.28,20,10.85,48.87
W00581,17,17,57.39,0,0.0,22,0.0,42.61
W00582,-1,1,21.77,10,11.33,0,8.05,49.06
W00583,10,10,26.89,1,20.99,20,1.13,50.99
W00584,1,1,34.81,18,7.1,8,5.46,47.38
W00587,2,2,33.18,8,11.71,22,7.59,41.84
W00588,-1,11,22.12,9,15.71,1,13.16,43.67
W00589,17,17,35.17,1,9.43,0,7.11,41.18
W00590,-1,11,18.35,21,14.98,16,10.87,45.7
W00591,-1,17,22.62,1,15.81,24,7.98,40.36
W00592,-1,13,38.25,18,9.07,19,5.52,45.43
W00593,-1,12,13.6,16,8.28,9,6.69,46.25
W00594,-1,1,29.39,12,7.24,13,7.22,39.41
W00595,20,20,40.54,8,8.91,15,7.08,40.01
W00596,-1,18,30.13,7,10.85,0,8.36,40.18
W00597,-1,12,19.27,18,9.74,13,9.25,49.21
W00598,2,2,26.85,22,13.5,8,3.67,53.65
W00599,2,2,49.19,0,0.0,22,0.0,50.81
W00600,2,2,33.12,4,12.76,24,3.09,51.03
W00601,3,3,30.38,2,11.87,0,0.0,57.75
W00602,-1,2,18.09,11,8.42,5,8.31,55.25
W00603,-1,4,17.95,2,12.43,14,8.2,48.66
W00605,-1,4,19.46,2,10.02,0,9.78,45.57
W00606,2,2,28.21,9,11.05,11,6.91,50.92
W00607,2,2,21.26,23,9.77,4,9.7,48.01
W00608,2,2,46.9,0,0.0,22,0.0,53.1
W00609,2,2,27.88,23,13.65,24,5.34,45.81
W00610,2,2,29.6,9,16.46,0,0.0,53.94
W00611,-1,2,19.67,12,9.4,3,4.78,52.22
W00612,-1,4,34.4,3,11.11,8,1.48,52.32
W00613,2,2,36.07,6,5.19,5,4.61,50.63
W00614,2,2,24.36,16,9.18,23,9.04,44.02
W00615,2,2,23.27,5,12.47,13,9.57,51.21
W00616,2,2,22.8,19,16.55,6,5.87,47.96
W00617,2,2,20.09,4,10.15,5,8.43,61.33
W00618,2,2,31.89,8,7.53,19,2.71,57.11
W00619,18,18,27.82,5,14.91,4,4.94,52.32
W00620,-1,9,27.74,22,13.92,15,5.32,53.01
W00621,2,2,35.32,9,6.84,18,5.37,46.5
W00622,-1,18,24.76,4,11.08,9,5.47,47.55
W00623,1,1,39.76,4,7.43,19,5.35,42.24
W00624,8,8,25.7,20,20.86,23,6.62,45.18
W00625,4,4,28.0,18,9.39,15,6.28,42.4
W00626,24,24,37.98,9,17.95,22,0.0,44.07
W00627,-1,9,27.31,22,13.11,11,10.54,38.26
W00628,-1,13,26.62,4,11.51,15,4.2,51.86
W00629,4,4,36.35,8,9.52,13,5.54,48.59
W00630,-1,23,16.28,6,14.69,1,10.03,42.25
W00631,0,0,24.46,13,12.76,19,10.47,48.33
W00632,1,10,23.07,23,22.52,8,3.02,51.39
W00633,1,23,13.23,10,12.55,17,11.28,53.01
W00634,3,19,12.55,9,12.37,20,7.39,48.96
W00635,-1,11,20.93,14,11.21,9,4.34,50.06
W00636,2,2,22.37,19,17.36,8,6.09,41.85
W00637,6,6,52.41,5,0.65,0,0.0,46.94
W00638,-1,0,15.87,7,10.16,14,7.77,47.58
W00639,2,2,30.83,8,7.54,19,1.91,57.68
W00640,-1,1,36.93,22,8.93,10,4.66,49.48
W00641,7,7,24.69,1,14.99,19,9.34,42.2
W00642,1,1,34.18,17,9.54,6,4.98,38.68
W00643,-1,1,16.44,21,14.86,17,7.29,56.67
W00644,-1,0,13.72,1,13.12,7,10.98,48.41
W00645,10,10,47.22,17,0.11,0,0.0,52.67
W00646,10,10,39.82,6,7.58,17,5.71,41.73
W00647,-1,7,15.92,3,10.49,20,8.87,50.62
W00648,1,1,54.37,19,2.43,0,0.0,43.2
W00649,1,6,19.53,8,14.0,10,7.81,41.41
W00650,7,7,32.2,10,14.51,23,6.9,42.68
W00651,-1,1,28.58,20,17.41,7,4.18,43.78
W00652,20,20,34.3,23,7.22,3,7.09,45.27
W00653,1,1,48.75,15,5.65,19,5.1,38.04
W00654,-1,3,9.85,1,9.55,5,6.04,57.59
W00657,16,16,36.01,19,13.14,4,7.66,41.03
W00659,11,11,50.71,2,5.23,3,2.57,40.06
W00660,2,2,18.27,4,15.86,5,11.77,48.05
W00661,20,20,33.38,18,9.17,13,6.08,40.41
W00663,-1,17,18.09,19,14.58,0,11.98,41.72
W00664,19,19,44.07,5,8.04,3,2.03,45.87
W00665,-1,19,19.48,24,10.48,7,8.55,53.38
W00666,-1,0,18.33,7,12.57,19,12.08,45.03
W00671,3,3,37.09,11,9.7,0,5.04,48.17
W00672,23,23,21.82,11,10.63,20,8.24,48.36
W00673,8,8,27.76,20,8.26,3,4.68,57.63
W00674,3,3,37.15,8,11.76,15,1.12,49.98
W00675,5,11,21.0,5,16.97,12,8.54,50.34
W00676,-1,11,19.89,14,10.48,24,6.4,59.24
W00677,-1,2,17.11,11,14.23,8,13.09,42.49
W00678,-1,8,16.11,22,12.66,18,12.1,40.65
W00679,20,20,49.26,21,1.99,4,1.19,46.68
W00680,-1,2,20.67,11,19.51,24,4.81,44.44
W00681,-1,19,17.8,7,17.05,18,14.64,44.44
W00682,-1,22,27.76,19,13.19,8,7.66,51.39
W00683,22,22,28.19,7,11.19,2,9.08,43.97
W00684,8,8,16.49,22,15.24,2,8.03,43.03
W00685,8,8,21.88,24,8.52,2,7.76,48.21
W00686,8,11,18.01,8,17.41,2,6.95,52.12
W00687,-1,3,29.94,14,13.46,22,4.22,47.49
W00688,18,18,45.0,21,7.94,8,3.39,39.38
W00689,-1,6,24.38,2,23.38,8,8.76,42.64
W00690,8,8,37.27,18,13.09,21,1.93,47.71
W00691,18,18,25.67,2,17.46,13,7.56,43.86
W00692,-1,21,22.34,11,7.8,5,6.71,48.91
W00693,2,3,18.52,2,13.41,21,10.06,43.67
W00694,3,3,43.07,22,16.93,0,0.0,39.99
W00695,-1,14,11.42,17,11.17,1,6.31,58.94
W00696,11,11,38.94,12,10.48,3,3.63,46.46
W00697,-1,11,25.73,4,24.99,3,3.59,45.41
W00698,-1,11,30.63,3,18.39,2,7.17,43.27
W00699,8,8,32.54,21,13.36,18,0.59,53.51
W00700,11,11,36.45,6,6.86,22,6.76,43.85
W00701,2,20,35.83,2,8.05,14,0.76,55.36
W00702,3,3,28.21,20,8.74,17,6.03,39.51
W00703,-1,3,20.98,10,10.34,16,2.58,64.87
W00704,-1,8,25.96,20,15.95,23,9.48,41.58
W00705,-1,3,23.34,0,13.25,11,9.69,53.72
W00706,7,7,41.49,23,9.09,15,1.81,46.73
W00707,-1,7,23.37,0,12.32,23,8.17,41.1
W00708,-1,18,25.06,3,16.05,22,5.0,48.44
W00709,-1,0,16.11,22,11.25,9,11.0,59.15
W00710,-1,3,21.27,2,16.17,5,14.79,43.62
W00712,3,3,19.52,18,18.08,14,11.34,47.56
W00713,15,15,50.83,18,7.79,3,3.82,37.34
W00714,9,9,35.26,18,13.0,3,5.66,43.5
W00715,-1,20,27.53,1,24.25,5,5.15,39.98
W00716,-1,18,19.73,1,11.83,9,11.61,41.11
W00717,-1,3,15.21,18,14.74,0,11.54,47.84
W00718,3,3,33.1,8,12.38,18,8.75,45.77
W00719,9,9,35.34,18,9.73,22,5.28,47.42
W00720,-1,4,21.76,24,9.64,14,7.9,41.08
W00721,3,3,43.98,18,11.58,9,4.16,40.28
W00722,0,0,22.29,18,17.06,7,7.99,38.44
W00723,2,2,33.41,14,10.84,8,8.39,42.15
W00724,-1,22,27.22,18,9.2,21,5.73,51.59
W00725,0,0,33.3,4,10.75,7,9.22,40.7
W00726,-1,15,20.46,9,18.21,13,7.6,41.98
W00727,1,1,32.04,15,14.4,19,8.02,43.27
W00728,14,14,25.13,12,11.15,13,10.42,41.64
W00729,-1,15,14.16,14,13.06,18,9.44,39.85
W00730,10,17,18.26,7,11.05,13,7.15,43.05
W00731,10,10,44.56,1,6.89,12,1.77,46.77
W00732,-1,22,18.33,21,18.33,0,7.99,49.88
W00733,-1,9,29.64,21,12.12,18,9.24,49.0
W00734,9,9,26.92,12,21.28,18,9.52,42.28
W00735,9,9,29.72,0,14.48,7,10.62,45.18
W00736,-1,9,31.6,17,11.74,21,5.97,48.17
W00737,3,3,23.32,6,13.04,18,10.05,40.72
W00738,-1,16,8.85,13,8.84,1,8.37,45.87
W00740,-1,1,24.89,0,12.07,18,10.9,39.38
W00741,-1,0,26.0,17,10.64,15,10.55,39.27
W00742,-1,0,26.67,13,6.38,7,6.27,46.65
W00743,3,9,30.15,3,20.84,19,3.49,45.52
W00744,1,1,37.93,7,8.21,0,0.0,53.86
W00745,9,9,42.29,17,4.48,15,1.48,50.71
W00746,-1,2,9.3,21,9.08,13,7.44,47.97
W00747,0,7,16.53,0,11.5,17,7.12,49.75
W00748,5,5,34.65,8,16.6,0,0.47,48.28
W00750,6,15,21.76,6,13.98,14,6.88,50.18
W00751,0,0,31.49,4,7.55,7,6.91,45.9
W00752,13,13,35.6,7,21.34,23,5.24,37.82
W00753,-1,15,17.37,1,10.84,3,9.22,54.29
W00754,-1,10,19.4,12,16.37,22,8.5,47.75
W00755,-1,6,17.87,15,17.41,4,5.57,51.07
W00756,0,0,42.15,5,6.13,7,2.09,48.17
W00757,0,9,23.27,0,20.12,15,3.21,53.4
W00758,0,0,34.32,15,12.45,13,6.68,43.57
W00759,0,0,39.04,9,5.43,5,1.76,53.76
W00760,-1,9,10.6,20,9.16,15,7.65,55.17
W00761,-1,12,26.9,4,15.14,6,9.29,43.98
W00762,-1,15,16.35,19,9.29,24,8.77,45.03
W00763,-1,15,28.64,0,12.27,23,10.25,45.54
W00764,-1,9,23.98,4,13.54,18,7.81,52.87
W00765,24,24,54.94,22,0.0,21,0.0,45.06
W00766,-1,6,22.29,12,12.19,14,7.21,46.02
W00767,8,8,30.44,21,17.46,4,5.8,46.29
W00768,-1,10,12.28,13,9.49,7,8.8,56.18
W00769,3,3,30.82,15,9.03,16,3.35,56.8
W00770,9,9,35.71,6,13.46,15,3.81,45.74
W00771,0,0,40.63,14,6.03,15,5.29,42.33
W00772,-1,9,25.79,1,10.95,7,7.49,44.65
W00773,-1,9,20.02,1,17.47,11,10.01,44.58
W00774,-1,6,21.54,0,15.82,9,6.49,48.94
W00775,8,8,36.71,13,14.48,0,0.0,48.81
W00776,-1,1,22.92,15,9.96,8,6.99,46.96
W00777,1,6,35.52,24,8.99,15,5.66,47.02
W00778,-1,15,15.45,14,8.84,24,8.54,55.1
W00779,-1,7,14.06,15,13.17,13,9.37,42.72
W00780,9,9,36.23,3,8.72,4,3.37,51.68
W00781,-1,15,19.99,12,14.87,21,10.06,47.4
W00782,9,9,33.8,4,8.05,15,7.19,45.55
W00783,9,9,35.65,10,19.28,0,0.0,45.07
W00784,1,1,22.59,13,11.39,23,10.16,54.73
W00785,7,7,56.78,6,3.61,0,0.0,39.6
W00786,6,6,26.64,15,13.1,13,8.42,47.08
W00787,-1,1,11.06,14,9.8,2,9.48,53.46
W00788,7,7,20.6,17,13.47,3,12.58,38.43
W00789,-1,14,19.14,7,17.27,16,3.61,57.64
W00790,7,7,22.07,0,14.72,17,6.16,56.1
W00791,0,18,12.61,10,12.44,7,10.51,53.53
W00792,5,5,31.47,8,7.3,14,1.62,59.61
W00793,-1,8,15.3,17,14.63,1,12.84,47.08
W00794,14,14,33.08,1,13.31,21,6.4,45.43
W00795,14,14,38.04,23,10.12,17,3.47,48.38
W00796,1,1,43.54,0,10.52,10,4.6,35.24
W00797,1,19,22.43,1,13.08,14,11.17,50.31
W00798,3,3,38.16,8,5.03,16,2.39,54.42
W00799,-1,3,21.39,19,18.41,5,9.69,46.9
W00800,7,7,21.91,17,14.64,23,6.52,45.32
W00801,-1,6,16.93,13,9.09,14,8.78,45.13
W00802,-1,14,27.02,0,16.98,8,16.0,39.06
W00803,1,1,33.25,19,6.3,18,4.42,52.59
W00804,17,17,59.7,0,1.97,22,0.0,38.33
W00805,4,11,18.05,4,11.56,17,10.14,43.51
W00807,1,12,15.78,1,13.21,4,11.61,46.15
W00808,-1,4,34.88,6,11.96,21,6.04,38.45
W00809,15,15,19.96,11,12.79,12,7.13,48.61
W00810,9,9,27.66,11,10.04,22,3.53,58.77
W00811,-1,4,20.95,13,11.43,6,10.95,44.42
W00812,-1,4,27.71,8,10.36,11,9.25,42.31
W00813,4,4,34.52,0,6.61,6,6.0,49.15
W00814,-1,4,22.33,1,21.4,7,7.86,44.8
W00815,-1,22,12.69,11,8.49,12,6.35,42.67
W00816,1,1,36.04,4,15.47,22,4.19,42.26
W00818,-1,23,19.89,1,15.16,9,12.98,47.27
W00819,-1,22,15.75,21,12.16,9,10.21,50.42
W00821,6,6,62.89,0,0.0,22,0.0,37.11
W00822,10,10,34.33,0,9.45,1,0.57,55.65
W00823,0,0,33.56,10,19.68,1,4.38,41.81
W00824,12,12,23.21,13,17.43,4,7.73,51.63
W00825,4,4,39.4,1,8.98,19,5.29,38.57
W00826,2,2,15.46,4,13.0,11,8.48,50.8
W00827,11,11,35.2,12,8.84,22,0.0,55.96
W00828,-1,15,25.63,1,18.5,6,6.36,44.13
W00829,6,6,42.41,1,4.94,4,4.32,43.27
W00831,-1,9,11.22,17,10.38,21,6.95,53.22
W00832,-1,18,24.15,1,8.43,4,6.85,48.86
W00833,-1,12,17.0,6,14.3,11,9.99,36.22
W00834,-1,6,21.79,7,14.88,13,7.43,46.34
W00835,9,9,33.16,17,11.42,23,8.34,45.0
W00837,-1,1,13.92,21,13.22,17,11.4,45.19
W00838,-1,21,20.6,5,8.91,0,5.8,53.84
W00839,-1,11,19.57,1,17.68,17,3.9,52.32
W00840,-1,17,18.1,0,16.25,10,6.57,46.25
W00842,-1,17,24.42,2,17.22,7,4.99,45.98
W00843,1,1,27.5,17,17.71,5,8.62,46.18
W00844,-1,0,21.84,1,10.36,15,6.63,52.72
W00845,18,18,33.4,11,13.38,14,6.21,45.35
W00846,-1,20,30.2,1,24.29,16,1.78,43.73
W00847,-1,5,19.46,18,16.28,17,10.49,40.25
W00848,-1,0,20.69,4,19.53,22,13.7,44.39
W00849,1,17,27.34,19,21.95,16,1.64,49.07
W00850,-1,10,23.24,1,19.33,17,13.99,38.81
W00851,0,0,43.87,8,16.99,20,0.12,39.02
W00852,-1,0,16.43,8,9.92,3,8.91,44.62
W00853,-1,15,22.19,1,13.29,17,10.35,45.91
W00854,-1,9,29.14,22,10.82,0,9.82,45.91
W00855,-1,19,21.54,18,15.4,24,6.36,45.41
W00856,-1,1,31.55,20,13.27,9,9.93,45.25
W00857,7,7,57.81,13,5.07,23,0.54,36.58
W00858,-1,0,17.4,9,15.66,20,10.18,48.18
W00859,12,12,38.49,23,6.2,24,4.87,46.09
W00860,-1,18,32.76,21,8.35,3,7.02,44.98
W00861,-1,22,26.42,13,12.0,21,9.82,45.36
W00862,0,8,25.13,0,12.12,13,6.25,56.45
W00863,4,4,27.53,22,15.57,8,5.25,46.74
W00864,4,4,29.33,22,15.39,8,5.15,46.81
W00865,3,3,32.02,9,3.44,19,3.0,57.64
W00866,2,2,31.3,8,9.98,22,6.45,52.28
W00867,9,5,13.64,14,9.37,9,8.92,60.51
W00868,-1,18,17.24,13,14.92,9,6.87,50.68
W00869,-1,23,33.46,17,8.88,14,7.87,47.14
W00870,-1,17,15.59,18,10.99,21,7.81,48.07
W00871,-1,2,21.01,3,12.26,14,9.41,53.88
W00872,0,0,23.7,9,12.72,8,5.85,50.3
W00873,5,5,40.58,11,5.4,24,1.66,50.54
W00874,-1,5,19.33,11,11.49,24,10.47,48.36
W00875,22,9,25.1,22,16.74,13,5.89,51.33
W00876,-1,9,20.56,21,10.74,18,6.58,44.09
W00878,-1,15,11.03,6,9.75,11,8.24,44.15
W00879,0,0,30.16,10,6.63,14,5.54,55.57
W00880,6,6,52.34,14,5.83,18,5.59,36.24
W00881,2,9,26.02,16,21.78,20,1.93,50.27
W00882,-1,20,24.54,3,6.12,23,5.53,49.88
W00883,3,3,42.24,4,8.7,16,1.1,47.97
W00884,3,3,26.86,12,15.02,11,5.99,48.62
W00885,8,8,37.63,16,3.5,15,2.67,54.22
W00886,-1,12,21.54,23,7.33,7,6.12,45.18
W00887,6,6,42.59,5,5.25,15,3.94,48.14
W00888,8,8,31.75,21,13.35,22,8.39,46.51
W00889,-1,4,21.29,0,15.81,6,9.68,39.88
W00890,11,11,24.49,9,14.72,14,14.56,46.23
W00891,8,8,42.89,17,4.66,7,3.15,49.3
W00892,8,8,27.75,17,7.97,21,4.53,52.72
W00893,-1,21,22.64,9,16.91,13,4.72,52.07
W00894,0,0,20.75,6,17.95,5,6.88,46.83
W00895,-1,2,16.71,15,16.55,1,12.71,49.12
W00896,-1,22,19.1,14,15.57,9,8.86,48.48
W00897,-1,9,21.25,7,9.36,0,5.85,45.52
W00898,3,3,32.47,19,8.86,21,3.45,52.18
W00899,5,5,38.55,9,3.98,0,0.0,57.47
W00900,-1,11,15.75,24,11.6,20,9.83,46.5
W00901,13,13,40.07,23,4.63,4,1.44,52.68
W00902,-1,9,11.84,6,10.69,20,7.66,51.18
W00903,-1,24,24.91,6,11.16,5,9.14,50.76
W00904,8,8,46.95,0,0.32,22,0.0,52.73
W00905,3,3,37.1,16,9.13,15,4.93,43.85
W00906,-1,21,21.86,4,15.46,11,5.07,51.95
W00907,11,11,46.95,1,13.09,9,0.43,39.53
W00908,11,11,38.73,9,16.38,20,1.63,43.26
W00909,19,19,40.09,6,13.61,11,1.72,44.27
W00910,-1,22,25.11,18,10.88,20,6.07,46.18
W00911,9,9,48.37,11,10.76,0,0.0,40.87
W00912,22,22,24.96,9,16.18,19,3.13,50.08
W00913,-1,22,21.44,0,7.21,3,6.22,51.57
W00914,0,0,23.9,9,16.32,18,9.73,48.49
W00915,-1,9,31.04,13,13.92,16,3.02,50.8
W00916,8,8,28.85,3,16.9,15,4.74,44.51
W00917,5,5,39.43,18,5.74,10,4.55,48.1
W00918,-1,19,26.93,8,15.18,11,6.07,45.74
W00919,-1,20,28.95,16,11.52,6,8.58,42.29
W00920,0,0,22.94,8,16.71,21,10.23,44.5
W00921,-1,8,20.82,23,10.98,17,7.5,47.78
W00922,-1,3,20.59,13,14.84,22,7.84,51.57
W00923,-1,23,15.68,14,9.16,11,6.89,53.81
W00924,15,15,36.23,14,16.49,17,7.72,37.22
W00925,-1,8,20.31,13,11.74,20,11.49,40.87
W00926,9,9,50.86,10,4.54,1,3.35,40.15
W00927,1,1,22.74,7,14.21,9,8.92,51.9
W00928,5,5,34.66,7,7.59,0,6.14,50.32
W00929,-1,19,10.49,6,8.84,3,7.71,45.93
W00930,-1,21,13.54,13,12.59,18,10.77,37.43
W00931,-1,6,27.0,3,15.69,9,7.58,41.11
W00932,8,8,33.39,15,14.51,23,3.67,41.21
W00933,-1,3,21.12,9,10.47,13,7.65,46.21
W00934,13,13,35.59,17,6.9,9,5.42,43.66
W00935,3,3,33.44,20,9.08,5,7.93,45.76
W00936,9,9,31.47,10,13.51,13,7.25,47.78
W00937,0,0,37.44,16,7.89,5,4.51,45.01
W00938,-1,9,18.33,3,16.3,15,12.59,43.83
W00939,9,9,31.28,16,11.8,15,7.39,41.35
W00940,-1,5,12.15,2,10.52,18,8.12,45.83
W00941,-1,8,29.35,1,15.96,5,7.82,46.87
W00942,8,8,34.54,0,19.02,24,5.64,39.46
W00943,9,9,35.45,17,11.01,15,7.9,41.34
W00944,8,8,25.45,20,22.22,1,6.43,45.91
W00945,9,9,28.47,12,9.65,3,9.24,47.51
W00946,8,8,42.33,3,9.04,20,3.67,44.96
W00947,9,8,15.12,5,12.63,9,10.38,49.53
W00948,0,0,23.41,16,13.69,9,8.92,43.31
W00949,1,1,49.61,11,12.33,20,3.04,35.01
W00950,-1,18,19.74,3,11.16,23,8.95,40.26
W00951,-1,9,26.0,1,25.6,0,7.28,40.28
W00952,-1,3,16.83,7,11.23,9,10.29,43.27
W00953,12,12,23.07,11,10.19,1,7.42,52.02
W00954,0,0,21.33,13,18.26,12,13.18,47.23
W00955,0,0,43.68,24,7.18,4,1.56,47.58
W00956,9,9,29.14,23,10.57,16,4.92,54.78
W00957,15,23,19.58,3,7.02,15,6.44,59.01
W00958,7,7,46.14,4,7.63,15,4.89,41.34
W00959,14,14,35.15,6,7.35,4,5.46,38.12
W00960,-1,17,21.96,13,18.51,0,12.54,47.0
W00961,-1,17,10.73,18,7.94,24,6.85,50.09
W00962,-1,1,19.42,13,16.16,6,13.53,41.52
W00963,0,0,37.4,10,11.01,17,5.21,46.37
W00964,-1,6,34.79,1,18.24,21,4.94,39.15
W00965,-1,22,14.64,1,10.59,21,10.11,44.78
W00966,-1,14,18.97,18,15.59,12,10.95,42.83
W00967,7,7,20.91,6,11.62,4,9.3,45.59
W00968,-1,13,19.09,0,10.9,17,6.96,39.12
W00969,-1,0,24.19,6,18.56,15,12.48,39.27
W00970,-1,6,8.91,5,8.46,0,8.41,52.21
W00971,14,14,18.4,24,13.12,17,8.95,51.68
W00972,-1,13,21.73,22,14.19,15,9.29,44.33
W00973,-1,22,22.1,9,11.33,3,9.35,42.67
W00974,-1,12,16.04,3,8.14,21,8.06,57.59
W00975,-1,9,10.91,21,8.93,18,8.55,63.53
W00976,-1,2,27.4,5,10.49,19,5.75,56.36
W00977,-1,15,15.95,1,11.39,3,10.28,56.85
W00978,3,3,24.86,18,14.0,22,4.33,55.06
W00979,-1,3,12.9,9,12.16,14,9.13,58.17
W00980,-1,9,20.83,3,13.6,11,8.98,55.59
W00981,12,12,47.64,14,0.21,18,0.09,52.06
W00982,-1,7,18.73,3,15.71,16,8.58,47.23
W00983,-1,0,28.66,21,9.81,8,6.98,53.01
W00984,11,11,55.51,0,0.0,22,0.0,44.49
W00986,10,5,17.69,0,15.51,17,10.47,41.17
W00987,12,12,40.97,22,0.0,21,0.0,59.03
W00988,-1,9,20.15,5,15.07,17,13.56,51.21
W00989,-1,9,22.77,20,8.95,14,8.9,53.23
W00990,-1,17,17.05,6,13.37,1,8.35,43.96
W00991,-1,1,27.63,18,14.05,14,8.58,41.37
W00992,-1,4,22.59,0,16.91,24,6.04,44.2
W00993,6,6,36.69,9,8.24,7,2.36,49.06
W00994,-1,24,16.72,20,16.45,8,15.11,42.5
W00995,17,10,18.45,13,17.0,17,11.99,48.51
W00996,-1,9,14.14,18,12.96,17,6.16,57.79
W00997,6,6,30.18,13,16.59,23,7.83,45.4
W00998,1,4,18.58,1,15.0,11,7.76,43.64
W00999,-1,7,27.39,17,9.22,10,6.86,53.02
W01000,-1,22,15.35,4,14.83,8,14.7,42.17
W01001,3,3,27.09,8,9.81,16,9.27,53.83
W01002,13,13,22.97,19,15.31,18,4.43,45.7
W01003,8,8,25.94,18,11.57,14,4.51,48.3
W01004,-1,4,16.71,23,9.5,14,8.09,39.1
W01005,-1,9,22.65,5,18.7,11,6.52,52.13
W01006,10,10,20.75,15,15.47,16,7.79,44.23
W01007,-1,13,11.53,2,11.33,20,10.77,57.34
W01008,10,10,40.03,7,13.23,0,0.0,46.75
W01009,12,12,29.35,7,17.59,13,0.04,53.02
W01010,-1,22,12.26,7,11.32,12,7.09,55.65
W01011,5,4,23.21,5,11.3,11,4.1,57.39
W01012,-1,13,31.77,18,5.45,19,4.36,58.41
W01013,-1,11,15.24,15,8.64,23,8.13,54.03
W01014,-1,22,16.57,23,6.12,13,6.03,58.21
W01015,-1,13,15.03,4,8.37,21,4.0,66.25
W01016,-1,23,21.91,22,20.55,15,4.71,46.08
W01017,-1,9,26.2,11,11.23,22,9.76,52.42
W01018,-1,5,9.19,14,8.0,12,7.66,61.97
W01019,-1,0,24.7,23,8.71,13,7.56,45.81
W01020,13,13,39.26,24,9.97,23,4.51,43.59
W01021,13,13,29.61,23,10.24,22,5.1,55.05
W01022,-1,15,37.85,0,0.0,22,0.0,62.15
W01023,-1,13,31.03,22,17.84,0,0.0,51.12
W01025,-1,14,17.52,13,9.53,12,9.25,61.38
W01026,5,5,20.65,12,14.32,18,2.0,63.03
W01027,-1,10,19.12,23,8.07,13,5.91,59.13
W01028,-1,21,25.1,13,10.97,12,9.57,54.15
W01029,18,18,49.74,22,2.54,14,0.27,47.44
W01030,-1,4,39.85,0,0.0,22,0.0,60.15
W01031,-1,13,17.53,14,16.98,5,6.48,52.23
W01032,-1,22,31.83,4,5.98,9,3.7,54.59
W01033,0,0,25.89,15,14.34,22,6.15,53.62
W01034,-1,12,17.74,15,12.8,24,10.63,46.26
W01035,13,13,21.49,5,13.75,17,3.89,55.66
W01037,-1,24,20.67,13,16.24,6,5.0,57.44
W01038,4,4,35.35,23,3.34,15,1.16,60.15
W01039,-1,12,21.19,4,9.87,15,6.11,53.88
W01040,0,9,16.79,7,13.55,1,7.38,60.81
W01041,15,15,51.98,8,0.04,0,0.0,47.98
W01044,15,15,40.75,23,5.7,13,4.16,48.1
W01045,11,11,49.86,0,0.0,22,0.0,50.14
W01046,-1,9,35.67,1,14.34,0,0.0,49.99
W01047,9,9,36.17,2,5.22,6,3.68,48.93
W01048,-1,3,24.63,10,8.58,18,5.5,49.91
W01049,-1,0,22.66,20,7.06,22,5.34,41.25
W01050,-1,9,25.99,4,21.67,0,0.0,52.34
W01051,-1,11,22.48,22,14.29,18,6.03,50.14
W01052,-1,15,21.11,0,12.1,19,7.17,47.57
W01053,22,22,25.94,2,13.4,21,9.8,43.34
W01054,5,5,44.73,21,4.14,0,0.0,51.14
W01055,23,23,50.64,19,3.36,0,0.0,46.0
W01056,-1,6,15.32,15,11.93,23,7.93,42.43
W01057,5,5,48.66,0,0.0,22,0.0,51.34
W01058,8,8,25.38,14,15.07,24,9.16,42.92
W01061,-1,10,12.43,13,10.36,16,7.9,47.48
W01062,-1,3,18.22,4,14.49,22,9.88,56.99
W01063,5,9,11.42,5,9.0,11,8.46,57.06
W01064,8,8,29.42,15,8.43,23,7.23,51.31
W01065,-1,9,20.55,4,9.02,17,8.92,42.57
W01066,1,1,21.19,14,16.91,15,4.76,52.01
W01067,-1,4,27.67,11,7.96,21,3.13,59.54
W01068,-1,2,19.6,22,14.67,20,14.12,42.25
W01069,4,4,33.79,6,12.34,22,4.76,45.9
W01070,-1,5,30.52,18,9.99,3,8.84,44.99
W01071,-1,0,16.73,3,8.5,11,8.42,53.98
W01072,-1,18,20.96,8,12.78,5,7.78,48.71
W01075,-1,10,27.34,0,15.99,14,10.07,40.65
W01077,-1,2,20.57,3,14.6,21,10.44,45.03
W01079,15,15,36.2,13,7.62,17,3.81,52.01
W01080,-1,12,21.67,6,15.34,1,8.67,45.34
W01081,1,1,23.62,23,14.8,15,4.51,56.96
