work_id,assigned_topic_hard,top1_topic,top1_pct,top2_topic,top2_pct,top3_topic,top3_pct,unexplained_pct
W02586,-1,4,9.39,23,8.73,19,8.62,51.39
W02587,-1,4,19.9,1,13.54,12,7.7,42.69
W02588,-1,4,15.58,12,14.68,23,12.83,42.17
W02589,1,1,35.04,19,10.46,4,4.46,45.3
W02590,-1,23,31.32,4,21.55,0,5.3,41.05
W02591,-1,15,29.7,0,9.65,19,5.62,49.0
W02592,-1,15,21.41,23,13.32,0,11.35,46.27
W02593,-1,13,16.19,14,12.31,0,9.76,46.24
W02594,1,1,29.12,23,12.03,4,11.93,44.67
W02595,-1,0,21.91,4,14.11,1,13.49,47.24
W02596,1,1,32.32,22,10.62,21,9.29,41.62
W02597,12,11,15.72,12,14.62,9,8.2,45.81
W02598,-1,22,17.4,10,13.32,6,10.76,38.96
W02599,12,12,48.78,13,10.09,22,0.0,41.13
W02600,-1,16,12.55,9,7.53,3,7.3,41.86
W02601,-1,4,14.1,9,8.23,22,7.95,49.31
W02602,7,7,33.94,0,8.23,17,6.13,44.73
W02603,-1,12,18.4,6,16.9,15,7.45,43.14
W02604,-1,17,20.13,23,10.15,13,7.11,50.13
W02605,5,5,40.65,17,5.8,19,1.7,49.62
W02606,-1,23,21.22,16,18.73,13,13.94,40.01
W02607,-1,13,27.29,6,12.31,17,10.62,39.4
W02608,4,4,26.26,12,9.06,7,8.87,36.43
W02609,7,7,49.03,4,7.33,0,0.0,43.63
W02610,16,16,46.57,17,11.18,23,2.29,39.95
W02611,4,4,25.41,18,11.86,22,8.44,42.81
W02612,-1,4,24.54,3,24.02,6,4.09,45.99
W02613,7,7,32.57,1,14.67,16,6.27,36.76
W02614,-1,0,26.51,1,11.56,22,7.44,41.38
W02615,7,7,25.98,17,20.68,1,7.72,45.14
W02616,-1,4,23.83,7,20.51,19,9.49,43.3
W02617,-1,20,24.56,12,21.15,23,2.75,51.29
W02618,-1,15,25.07,0,18.28,23,11.5,42.61
W02619,-1,18,21.66,4,7.75,7,7.01,50.91
W02620,-1,18,17.84,10,16.08,1,13.08,45.16
W02621,-1,3,16.95,0,12.24,9,11.91,49.26
W02622,1,1,26.81,6,24.45,0,5.06,41.62
W02623,3,3,37.15,21,9.04,13,3.54,48.06
W02624,1,1,28.04,10,23.62,14,2.38,45.95
W02625,-1,7,35.24,12,16.19,17,7.74,38.13
W02626,13,13,38.88,22,8.97,24,3.71,42.87
W02627,-1,2,16.38,4,8.54,3,7.22,51.4
W02628,11,11,30.7,4,8.44,6,7.11,50.86
W02629,4,4,36.18,2,1.99,0,0.0,61.84
W02630,-1,4,49.64,3,1.58,19,0.5,48.28
W02631,-1,4,29.12,12,16.35,22,0.0,54.53
W02633,-1,4,21.62,13,13.43,12,10.24,52.72
W02634,-1,22,16.46,2,12.43,4,10.14,46.07
W02635,4,22,24.38,14,10.7,4,5.63,58.07
W02636,-1,15,28.45,23,9.66,24,4.15,55.63
W02637,4,4,47.8,14,4.56,0,0.0,47.64
W02638,9,9,39.99,4,3.08,21,0.01,56.92
W02639,6,6,24.77,4,15.8,9,6.2,52.51
W02640,2,2,24.27,4,11.8,22,6.12,57.81
W02642,4,4,40.77,12,10.15,14,3.31,45.77
W02643,-1,4,17.82,0,16.53,13,9.65,41.65
W02644,-1,24,21.41,0,8.5,12,6.44,56.96
W02645,-1,12,30.67,23,8.24,16,2.67,57.63
W02646,-1,11,12.54,4,12.51,24,6.53,59.03
W02647,4,4,41.24,0,0.0,22,0.0,58.76
W02648,4,4,40.58,21,3.14,0,0.0,56.28
W02649,12,12,42.16,11,8.19,22,0.0,49.66
W02650,13,13,26.15,23,5.98,14,5.77,58.53
W02654,-1,4,22.37,9,20.31,0,0.0,57.32
W02656,22,22,39.28,19,2.38,13,1.74,54.74
W02657,9,9,33.55,21,5.49,4,5.12,55.84
W02658,-1,4,34.29,15,9.55,24,1.38,54.78
W02659,-1,4,22.98,22,4.48,11,4.14,61.73
W02660,-1,23,19.57,4,19.41,15,2.82,54.77
W02661,3,4,26.51,3,17.53,0,0.0,55.96
W02662,9,4,24.11,9,16.75,22,7.32,51.82
W02663,-1,4,40.79,19,3.03,17,0.24,55.94
W02664,4,4,28.79,20,4.94,12,4.54,56.82
W02665,-1,4,20.69,6,8.53,24,4.23,54.71
W02666,4,4,38.86,0,0.0,22,0.0,61.14
W02667,4,4,46.9,18,8.66,0,0.0,44.43
W02668,1,1,44.97,0,2.79,19,2.75,48.39
W02669,-1,4,20.57,6,19.04,19,12.09,43.16
W02670,4,4,40.64,0,0.0,22,0.0,59.36
W02671,4,4,49.8,24,0.24,22,0.0,49.95
W02672,-1,17,18.14,18,11.01,13,7.44,52.2
W02673,-1,4,21.39,18,12.69,0,10.03,47.68
W02676,-1,8,13.76,4,10.74,15,9.11,54.66
W02677,4,4,44.82,0,0.0,22,0.0,55.18
W02678,-1,18,17.88,21,14.37,14,8.82,53.82
W02679,-1,18,9.94,15,9.44,10,7.19,50.27
W02680,-1,9,20.27,22,8.62,11,8.24,49.11
W02681,4,4,35.94,15,12.78,24,1.69,48.48
W02682,4,4,33.52,0,8.58,7,7.66,44.34
W02684,4,4,48.68,23,1.99,19,1.52,46.69
W02687,-1,22,20.97,4,13.19,9,12.41,53.43
W02688,0,0,26.07,7,14.22,4,5.15,53.1
W02689,23,23,42.61,4,4.52,0,0.0,52.87
W02690,2,2,42.78,0,0.0,22,0.0,57.22
W02691,9,9,37.46,11,11.66,6,6.98,43.9
W02692,-1,4,40.43,24,4.91,22,0.0,54.65
W02693,13,13,31.59,23,7.96,4,5.0,55.44
W02694,3,3,29.17,16,4.06,23,2.66,61.35
W02695,9,9,28.82,4,7.97,11,5.2,58.01
W02696,-1,4,20.95,18,11.86,13,7.72,54.26
W02697,-1,18,21.04,12,13.27,6,9.43,42.06
W02698,4,4,37.97,21,8.22,9,5.87,47.94
W02700,0,0,31.84,4,23.69,21,2.63,41.84
W02701,10,17,34.84,13,10.82,10,2.75,47.39
W02702,7,10,18.95,3,10.78,0,7.03,52.67
W02703,3,3,30.28,10,3.27,16,2.79,63.67
W02704,18,18,42.98,0,6.58,7,4.9,45.54
W02705,3,3,31.67,9,9.14,18,2.1,57.09
W02706,-1,4,30.6,9,5.33,2,2.33,60.42
W02707,-1,23,20.09,4,10.02,12,4.83,54.93
W02708,12,12,11.07,15,8.94,22,6.86,56.89
W02709,9,9,30.27,13,7.18,22,4.28,54.25
W02710,-1,22,27.98,4,10.29,8,7.04,53.14
W02711,-1,4,37.33,0,0.0,22,0.0,62.67
W02712,-1,18,24.71,11,6.2,22,5.35,53.69
W02713,-1,22,23.81,4,18.73,2,9.59,45.04
W02714,-1,4,44.35,9,4.5,0,0.0,51.15
W02715,-1,24,22.84,23,16.76,4,2.08,55.55
W02716,17,17,43.81,0,0.0,22,0.0,56.19
W02717,-1,4,11.54,17,8.26,14,4.99,67.14
W02719,9,9,46.57,4,6.74,18,0.37,46.05
W02720,-1,23,15.71,4,15.22,9,11.14,57.92
W02721,3,3,24.13,18,8.12,4,7.27,56.88
W02722,0,0,30.64,22,0.0,21,0.0,69.36
W02723,-1,22,15.31,9,14.09,7,6.5,58.64
W02726,-1,12,23.82,4,16.74,22,0.0,59.44
W02729,-1,15,18.05,4,17.22,24,3.05,61.68
W02730,-1,23,25.61,4,6.83,14,6.35,55.43
W02731,-1,23,27.71,12,22.09,22,0.0,50.2
W02734,-1,9,22.94,11,8.1,14,5.35,58.56
W02735,-1,12,20.78,9,11.03,4,8.68,54.09
W02736,-1,24,14.43,9,9.72,4,9.48,56.66
W02737,4,4,29.39,21,17.42,0,0.0,53.19
W02738,11,11,42.57,4,9.12,0,0.0,48.31
W02739,11,11,37.35,12,16.44,4,2.95,43.26
W02740,-1,9,26.41,22,9.46,11,3.23,58.62
W02745,-1,17,18.85,4,14.15,24,8.08,46.93
W02747,4,4,23.67,20,8.5,2,5.63,46.15
W02748,-1,12,38.68,7,11.63,19,5.78,35.04
W02749,4,4,37.68,21,7.84,0,0.0,54.49
W02750,-1,4,23.9,13,8.5,11,7.68,56.16
W02751,-1,15,15.38,14,14.06,22,7.68,44.91
W02752,-1,4,27.93,2,12.41,22,7.14,48.61
W02754,-1,3,20.39,7,14.42,15,6.65,51.98
W02757,8,8,29.87,15,6.8,7,4.49,52.97
W02758,-1,13,29.28,15,10.46,17,5.58,48.51
W02759,-1,16,13.35,15,12.84,7,9.36,49.51
W02760,5,5,29.23,1,7.82,16,3.66,52.57
W02761,-1,15,25.0,6,24.44,13,5.87,39.04
W02762,-1,6,17.88,13,11.63,24,8.08,51.97
W02763,-1,11,13.35,15,13.1,17,7.59,54.93
W02764,-1,23,15.73,12,11.64,16,8.56,60.42
W02765,-1,11,13.02,22,12.8,23,7.5,59.09
W02766,-1,14,19.44,1,8.35,11,5.76,45.41
W02767,0,0,55.8,22,0.0,21,0.0,44.2
W02768,-1,17,28.06,4,19.66,15,8.22,38.64
W02769,22,22,43.91,5,10.75,9,1.23,43.74
W02770,7,7,36.43,8,12.62,15,5.4,45.55
W02771,-1,15,17.18,22,16.01,14,8.42,48.5
W02772,17,17,42.17,23,5.26,2,2.84,49.73
W02773,1,1,23.39,9,9.61,16,6.15,53.3
W02774,11,11,42.18,12,3.95,22,0.0,53.86
W02775,-1,17,28.47,15,18.5,1,4.91,44.11
W02776,-1,11,13.57,4,8.79,21,7.13,52.3
W02777,4,4,49.64,3,3.15,17,1.89,43.68
W02778,-1,20,18.93,1,17.75,2,14.38,43.87
W02779,1,1,48.3,17,3.68,0,0.0,48.01
W02780,-1,9,28.69,6,20.17,0,0.0,51.14
W02781,-1,12,26.22,4,14.95,21,6.11,47.88
W02782,-1,0,18.38,23,17.46,15,12.56,43.79
W02783,7,7,33.38,19,14.39,10,4.72,37.51
W02784,7,7,58.51,0,0.77,20,0.04,40.68
W02785,12,12,27.6,9,8.31,17,6.69,45.0
W02786,0,0,30.7,3,8.9,8,5.47,48.56
W02787,5,5,32.68,1,12.64,20,2.34,51.98
W02788,5,5,24.9,23,17.29,10,4.21,47.9
W02789,7,7,34.4,16,7.91,2,6.8,48.09
W02790,-1,14,21.63,9,14.41,7,11.23,45.95
W02791,19,19,43.89,24,10.15,22,0.0,45.97
W02793,-1,3,14.71,20,13.48,24,9.97,46.49
W02794,-1,6,24.56,3,17.29,0,13.24,43.34
W02795,24,24,40.1,0,15.54,15,5.21,37.08
W02796,0,0,40.98,8,8.39,11,4.38,42.83
W02797,-1,15,24.0,9,15.77,24,8.54,51.69
W02798,-1,15,22.34,0,17.78,14,15.09,41.77
W02799,-1,6,22.96,0,14.86,3,4.92,51.42
W02800,-1,0,15.33,2,10.75,18,8.29,47.72
W02801,-1,8,14.46,5,10.45,24,9.59,49.86
W02802,-1,5,25.65,23,21.84,0,0.0,52.51
W02803,15,15,29.81,22,15.35,2,3.27,48.33
W02805,-1,0,25.61,3,7.97,23,5.67,54.38
W02806,2,2,38.19,20,7.9,8,3.63,49.07
W02807,-1,5,33.36,10,6.13,24,5.79,51.38
W02809,-1,13,18.77,0,15.05,8,7.23,49.68
W02810,-1,4,13.58,21,8.41,22,8.26,52.44
W02811,21,2,21.36,21,17.04,13,10.41,47.85
W02812,-1,0,17.74,6,7.83,5,7.22,52.27
W02813,2,3,18.28,20,17.77,5,9.48,53.91
W02814,-1,9,26.59,2,10.46,5,5.63,52.83
W02815,-1,22,23.55,15,14.17,14,5.42,51.93
W02816,-1,9,26.23,20,10.92,24,6.47,48.8
W02817,-1,3,24.88,15,11.9,24,5.64,50.05
W02818,16,16,39.91,18,9.05,11,0.53,50.51
W02819,-1,0,20.82,24,13.19,5,5.5,50.45
W02820,-1,14,37.86,0,0.0,22,0.0,62.14
W02821,2,5,15.04,2,12.97,11,7.75,57.22
W02822,0,0,23.73,2,21.99,8,4.76,48.72
W02823,-1,2,16.43,20,12.11,11,6.24,57.24
W02824,5,5,35.24,12,2.38,22,0.0,62.38
W02825,0,0,23.7,20,21.66,2,1.19,52.79
W02826,-1,9,25.93,3,5.76,11,4.6,59.72
W02827,3,3,39.0,11,3.74,23,1.52,55.74
W02828,-1,24,13.19,8,12.29,3,9.12,44.51
W02829,-1,15,21.32,24,11.56,3,3.8,60.85
W02830,-1,22,16.49,9,10.22,2,7.38,54.1
W02831,-1,24,19.62,15,8.16,8,4.95,56.38
W02832,-1,5,17.52,9,10.32,11,7.23,58.05
W02833,3,3,39.01,15,9.23,24,4.77,46.99
W02834,-1,15,26.06,23,17.97,24,3.05,51.27
W02835,15,15,32.8,22,9.43,3,7.69,47.31
W02836,2,2,21.02,23,16.39,3,4.02,57.95
W02837,9,9,26.33,20,14.86,22,3.75,55.06
W02838,-1,1,29.4,23,4.41,5,1.07,64.13
W02839,-1,2,27.74,24,7.31,8,5.49,54.69
W02840,23,23,36.62,4,7.16,11,1.69,53.95
W02841,-1,23,27.43,2,16.88,24,3.07,49.72
W02842,-1,9,31.86,2,14.38,11,5.09,47.71
W02843,3,3,27.26,5,21.52,8,0.83,49.98
W02844,-1,18,23.91,9,16.39,0,5.62,52.95
W02845,-1,9,17.95,22,7.65,15,6.8,58.38
W02846,4,4,37.73,3,5.2,5,1.82,54.92
W02847,-1,9,15.85,21,11.32,11,8.17,58.15
W02848,5,5,42.23,14,5.68,11,3.71,48.21
W02849,11,11,30.64,23,11.14,19,9.05,47.05
W02850,-1,6,28.23,3,16.71,9,5.6,43.91
W02851,-1,17,15.33,12,12.92,18,10.76,44.35
W02852,-1,18,24.58,9,5.94,0,5.86,41.96
W02853,10,10,25.0,9,9.83,23,5.49,50.3
W02854,5,5,28.26,9,18.54,2,2.94,46.56
W02855,15,15,25.93,24,10.66,14,6.31,54.15
W02856,-1,22,15.8,5,10.77,14,10.41,48.22
W02857,-1,9,23.11,13,16.99,3,5.55,54.35
W02858,-1,9,17.97,21,7.82,17,3.89,64.12
W02859,-1,9,25.49,14,8.81,18,8.15,57.55
W02860,-1,14,23.9,4,15.13,11,7.61,53.36
W02861,-1,12,25.76,6,16.52,1,5.5,47.87
W02862,14,14,36.53,4,9.44,9,9.01,41.88
W02863,17,17,22.38,13,9.06,1,7.07,50.45
W02864,-1,22,17.43,7,11.02,13,10.86,40.25
W02865,4,4,25.93,18,9.62,11,7.46,41.89
W02866,12,12,36.74,18,14.99,11,7.72,39.55
W02867,6,6,38.39,14,13.71,21,2.35,42.43
W02868,15,15,34.14,6,13.49,23,7.06,43.11
W02869,16,16,28.88,8,16.92,9,14.9,39.29
W02870,-1,8,15.86,6,12.98,5,9.05,46.62
W02871,8,8,22.4,6,21.49,7,9.24,46.87
W02872,0,0,27.8,6,16.05,24,10.16,45.99
W02873,17,17,18.13,0,10.56,12,8.47,42.26
W02874,-1,23,35.14,15,4.01,16,3.45,56.16
W02875,-1,10,19.7,8,12.14,0,10.53,45.02
W02876,5,5,26.01,8,21.61,14,7.14,36.55
W02877,-1,2,31.7,16,10.9,8,10.68,44.12
W02878,-1,4,14.37,17,13.34,13,9.89,47.81
W02879,14,14,52.01,0,0.0,22,0.0,47.99
W02880,-1,14,25.23,7,22.61,11,11.66,40.5
W02881,-1,18,12.89,9,12.76,5,12.28,47.21
W02882,-1,0,22.6,6,18.84,20,5.72,41.83
W02883,1,1,29.38,10,11.22,8,9.54,38.94
W02884,7,7,17.29,1,13.26,15,10.23,40.22
W02885,14,14,55.15,17,3.1,4,0.63,41.12
W02886,-1,6,16.34,4,15.97,14,9.15,39.71
W02887,17,17,31.39,15,15.36,21,6.14,39.26
W02888,-1,1,11.37,14,10.82,5,10.15,44.7
W02889,-1,14,21.0,13,12.39,2,8.65,45.88
W02890,-1,6,15.76,22,14.95,21,10.09,38.91
W02891,0,17,10.55,7,9.3,1,6.67,58.0
W02892,8,8,28.88,4,23.57,18,3.98,43.56
W02893,2,2,29.18,5,6.32,19,3.4,55.5
W02894,-1,10,22.75,4,10.84,15,10.22,48.5
W02895,-1,7,21.66,20,13.3,23,6.69,51.25
W02896,-1,6,16.83,9,14.92,17,8.23,51.14
W02897,-1,6,36.16,7,12.35,10,7.55,39.31
W02898,14,14,54.07,0,0.0,22,0.0,45.93
W02899,14,14,31.27,0,10.12,7,9.34,48.4
W02900,1,1,14.46,6,9.83,5,5.12,61.52
W02901,-1,1,15.42,3,9.2,0,3.47,67.47
W02902,4,4,17.57,5,7.27,0,6.83,64.35
W02903,-1,23,15.86,3,11.61,4,11.08,49.5
W02904,23,5,18.74,15,12.4,23,10.01,51.69
W02905,-1,17,17.26,12,8.58,4,6.16,53.96
W02906,-1,9,14.15,15,11.75,21,9.76,45.85
W02907,0,0,28.06,10,11.98,9,8.06,51.06
W02908,-1,2,16.28,22,12.8,18,10.69,42.7
W02909,-1,12,16.86,3,12.2,11,8.73,53.17
W02910,-1,23,19.92,13,19.22,8,6.24,41.85
W02911,19,19,26.44,16,9.56,14,7.37,49.74
W02912,14,14,53.49,0,0.0,22,0.0,46.51
W02913,-1,2,13.97,4,11.4,17,8.95,50.49
W02914,23,23,46.62,10,9.62,3,0.08,43.68
W02915,21,21,40.62,11,6.47,1,4.04,44.86
W02916,-1,6,30.78,3,13.66,24,5.4,36.64
W02917,3,3,25.71,11,9.98,23,3.59,52.68
W02918,-1,22,16.28,12,14.9,10,10.35,39.58
W02919,-1,10,15.07,3,11.31,17,9.21,49.21
W02920,5,5,43.99,0,0.0,22,0.0,56.01
W02921,-1,13,25.97,21,12.72,22,8.01,43.58
W02922,0,0,24.62,17,10.99,6,10.91,44.81
W02924,14,14,36.57,9,8.93,15,7.72,46.78
W02925,13,13,50.09,12,6.21,22,0.0,43.71
W02926,6,6,25.72,7,14.78,13,10.88,41.7
W02927,-1,6,15.05,15,13.49,13,11.47,45.69
W02928,-1,22,20.31,13,14.06,21,6.4,51.57
W02929,-1,9,19.3,22,13.76,24,2.95,54.99
W02930,7,7,20.87,5,11.06,22,10.48,43.58
W02931,-1,12,22.3,6,5.74,4,4.97,59.84
W02932,23,23,43.51,24,5.64,16,0.96,49.66
W02933,-1,15,29.04,24,12.39,6,10.68,47.85
W02934,2,2,35.71,19,8.8,5,5.75,42.84
W02935,-1,19,25.06,5,11.49,16,3.38,60.08
W02936,-1,20,36.03,9,6.88,23,4.19,52.9
W02937,1,1,27.22,4,11.76,2,3.43,48.27
W02938,-1,4,23.86,21,7.31,17,4.35,55.69
W02939,2,2,21.47,19,10.24,3,8.98,48.1
W02940,1,1,41.52,8,8.75,7,2.04,47.69
W02941,-1,23,25.84,8,15.27,13,5.01,47.79
W02942,-1,1,10.56,6,8.78,23,8.47,60.05
W02943,-1,17,41.73,15,6.69,1,6.1,45.03
W02944,0,0,28.68,19,7.24,20,6.63,42.42
W02945,-1,8,12.43,14,7.44,13,5.35,57.96
W02946,-1,19,18.6,8,9.95,20,7.85,58.79
W02947,-1,23,10.76,2,7.93,17,6.25,58.79
W02948,0,0,42.79,16,3.71,3,0.29,53.21
W02950,-1,7,8.11,21,7.66,17,6.87,63.33
W02951,-1,1,19.04,5,17.8,23,9.76,45.42
W02952,10,10,38.91,3,12.88,0,0.58,47.64
W02954,1,17,16.64,1,13.06,24,5.01,55.01
W02955,-1,0,25.64,16,6.75,1,3.99,57.15
W02956,-1,0,24.96,9,9.82,7,5.99,55.36
W02957,19,19,27.63,12,17.09,11,4.88,50.4
W02959,-1,0,19.05,9,15.34,7,10.69,45.55
W02960,-1,9,23.07,21,13.31,11,6.97,55.15
W02961,-1,22,21.59,18,14.18,6,6.75,43.57
W02962,17,17,47.04,12,5.19,21,1.01,46.69
W02963,5,5,33.37,12,11.82,8,8.75,44.58
W02964,-1,4,13.59,11,9.2,17,8.72,44.25
W02965,-1,12,16.53,17,13.49,9,8.02,52.6
W02966,-1,9,18.07,20,10.2,1,5.77,58.27
W02967,-1,3,14.04,19,12.93,0,11.64,51.54
W02968,-1,3,27.81,20,12.65,23,8.22,48.67
W02969,5,5,26.47,0,6.91,16,6.58,59.23
W02970,-1,3,14.44,15,11.0,24,9.83,45.29
W02971,0,0,25.74,5,16.81,3,5.32,52.13
W02973,13,13,33.41,9,12.47,23,1.08,52.46
W02974,-1,1,22.56,15,14.76,0,0.0,62.68
W02975,1,1,28.37,9,24.15,0,0.43,47.06
W02976,4,4,23.88,15,8.42,21,6.57,48.98
W02979,15,15,42.9,4,4.21,18,1.88,50.75
W02981,18,18,34.87,12,13.32,19,9.37,40.44
W02982,-1,21,27.68,14,8.89,6,6.11,44.47
W02983,5,5,31.99,14,15.64,13,3.16,46.32
W02984,-1,6,18.65,4,10.72,14,9.31,54.99
W02985,-1,10,16.01,0,14.47,1,7.78,47.41
W02986,-1,7,34.26,24,8.9,0,7.76,37.18
W02987,-1,22,21.77,2,20.37,20,6.77,47.22
W02988,5,5,40.1,23,12.76,6,2.33,44.81
W02989,2,2,17.11,15,12.82,9,10.54,52.6
W02990,-1,22,28.94,18,18.09,6,5.02,42.35
W02991,15,23,24.92,15,12.42,13,8.13,54.53
W02992,3,3,23.68,22,10.99,0,5.85,42.28
W02993,-1,1,26.17,7,21.78,11,4.33,47.71
W02994,1,1,26.03,6,10.17,8,9.04,44.49
W02995,7,7,42.35,22,19.62,15,0.19,37.84
W02996,6,6,32.88,19,12.8,23,4.78,48.34
W02997,7,7,25.0,15,18.95,22,9.97,43.1
W02998,6,6,39.85,17,12.2,0,7.41,40.53
W02999,-1,1,34.63,14,7.51,18,6.85,37.4
W03000,-1,22,25.55,15,13.09,23,11.99,41.11
W03001,-1,23,22.11,15,10.28,0,7.67,38.98
W03002,-1,22,15.09,13,8.92,23,8.51,43.08
W03003,0,0,33.69,8,12.28,23,4.27,44.46
W03004,2,2,21.19,9,12.65,23,8.24,52.82
W03005,-1,23,26.08,16,15.88,3,7.3,49.13
W03006,23,23,34.27,7,12.46,20,4.6,44.88
W03007,6,17,16.62,2,15.08,15,9.61,45.5
W03008,3,3,18.56,5,15.46,24,3.93,51.5
W03009,-1,1,27.69,24,11.98,20,6.38,46.68
W03010,-1,2,23.62,18,8.84,3,5.44,55.96
W03011,0,0,41.96,4,11.83,15,3.99,42.22
W03012,-1,3,17.4,18,10.1,14,5.54,54.88
W03013,-1,18,20.75,0,18.16,7,5.02,56.03
W03014,2,2,43.53,3,4.07,18,3.45,47.78
W03015,-1,18,21.86,3,17.52,19,15.83,44.8
W03016,-1,22,25.7,2,18.31,3,9.85,42.63
W03017,3,3,43.04,14,8.03,21,5.33,43.6
W03018,-1,24,20.09,4,11.5,13,10.37,38.07
W03019,4,22,32.28,6,9.32,4,6.63,37.71
W03020,15,15,31.31,14,13.98,4,12.89,38.37
W03021,16,16,33.9,17,10.08,15,7.09,40.04
W03022,8,8,30.63,15,9.21,4,7.05,45.6
W03023,0,0,36.23,17,6.3,22,0.0,57.47
W03024,-1,14,24.07,18,11.63,24,7.15,50.03
W03025,-1,0,15.6,23,15.48,8,8.34,51.3
W03026,-1,11,15.3,2,6.58,4,6.5,51.24
W03027,0,0,48.32,22,0.0,21,0.0,51.68
W03028,11,11,51.01,12,3.89,22,0.0,45.1
W03029,3,3,26.02,9,9.09,1,6.62,54.74
W03030,0,0,42.55,3,3.11,20,1.64,52.7
W03031,14,14,16.52,8,10.3,0,9.88,58.28
W03032,-1,11,10.25,9,8.51,22,6.94,65.02
W03033,-1,2,17.86,9,14.51,11,14.0,49.52
W03034,-1,0,21.6,1,13.0,23,12.48,45.33
W03035,-1,17,23.59,2,12.56,11,8.84,48.38
W03036,1,15,21.25,1,13.93,17,9.76,43.53
W03037,1,1,22.48,11,11.88,17,5.8,42.21
W03038,-1,1,24.02,23,18.21,15,5.5,37.39
W03039,4,4,38.92,21,2.89,17,1.41,55.86
W03042,7,7,34.75,10,17.5,19,0.54,47.21
W03043,12,12,29.14,7,12.73,11,6.62,43.36
W03044,-1,17,29.65,21,16.06,10,11.35,36.7
W03045,-1,8,22.52,17,12.93,14,10.97,41.89
W03046,-1,6,26.59,7,24.55,10,4.89,42.95
W03047,10,10,34.98,9,8.94,22,6.5,43.96
W03048,-1,7,18.87,19,12.33,3,10.54,50.59
W03049,20,20,46.2,13,4.7,0,0.0,49.1
W03051,-1,8,33.55,0,10.68,23,7.83,45.31
W03052,19,19,26.4,0,15.69,9,4.0,51.6
W03053,-1,4,17.13,22,13.2,14,13.14,45.05
W03054,-1,20,19.34,0,11.39,12,10.46,49.32
W03055,22,2,13.98,4,13.14,8,6.29,55.98
W03056,18,18,37.43,9,6.81,20,6.35,35.8
W03057,1,1,27.96,18,19.36,20,11.54,41.14
W03060,2,2,30.64,8,12.38,4,4.63,52.34
W03061,7,0,15.79,7,11.93,24,10.85,47.02
W03062,13,13,32.53,20,21.47,0,0.0,46.0
W03063,9,9,54.55,13,0.76,0,0.0,44.69
W03064,-1,8,12.65,15,10.3,11,9.28,42.24
W03065,-1,3,21.37,23,16.04,15,7.53,55.06
W03066,-1,5,27.6,20,7.97,16,6.04,53.93
W03067,-1,5,29.12,8,11.78,11,4.96,54.14
W03068,-1,10,31.22,21,8.39,17,2.44,55.82
W03069,-1,6,18.71,10,13.08,22,12.69,38.03
W03070,10,10,49.5,18,4.74,0,0.0,45.76
W03074,6,6,40.15,10,14.48,0,0.0,45.37
W03075,-1,10,23.38,18,8.91,13,7.93,42.23
W03077,-1,21,33.77,6,6.67,19,4.03,45.72
W03078,10,10,28.99,18,18.23,0,0.0,52.78
W03079,1,1,44.73,12,3.51,22,0.0,51.77
W03080,0,0,43.96,20,0.12,22,0.0,55.91
W03081,15,15,35.92,4,6.17,13,6.0,47.23
W03082,7,7,51.24,0,13.96,22,0.0,34.8
W03083,-1,8,25.99,21,12.04,20,7.64,47.42
W03084,-1,9,18.21,0,10.01,8,8.83,47.13
W03085,15,15,32.22,1,7.11,0,5.07,52.73
W03086,-1,9,20.62,7,14.45,14,9.07,55.86
W03087,7,7,44.98,21,5.73,6,4.4,40.09
W03088,-1,17,18.52,21,16.2,10,11.24,42.42
W03089,-1,20,15.58,9,11.17,21,9.1,45.26
W03090,0,0,38.31,21,6.02,18,4.82,50.46
W03091,-1,0,24.1,1,18.89,19,12.9,43.1
W03093,0,0,36.83,17,11.35,10,3.95,44.04
W03094,-1,1,27.72,14,8.53,21,2.88,60.86
W03096,-1,18,16.92,22,8.95,10,7.68,53.13
W03097,-1,15,27.0,13,14.5,20,7.21,47.69
W03098,18,18,26.46,21,18.37,22,5.82,44.59
W03100,0,0,43.31,10,2.19,22,0.0,54.5
W03101,0,0,33.62,10,14.93,22,0.0,51.45
W03102,-1,22,19.27,8,15.69,2,14.43,47.74
W03103,-1,10,24.77,6,14.93,0,9.58,39.44
W03108,22,22,29.96,16,3.64,10,3.05,62.88
W03109,0,0,29.79,3,12.14,19,7.25,45.09
W03110,-1,4,20.55,22,11.32,16,5.51,52.06
W03111,-1,3,23.01,15,11.02,0,6.47,57.45
W03112,-1,10,28.72,17,14.74,19,8.99,41.17
W03113,-1,1,12.87,13,10.87,6,8.54,56.94
W03115,6,6,29.58,1,14.3,15,10.65,44.03
W03116,11,11,25.42,2,16.53,12,6.93,46.37
W03117,-1,6,27.3,4,17.41,10,6.37,47.49
W03118,6,6,32.23,19,14.34,11,5.11,43.92
W03119,-1,13,12.35,11,11.79,20,9.84,42.17
W03120,7,7,23.59,0,10.79,1,9.87,43.72
W03122,16,16,44.93,0,12.29,1,6.39,32.45
W03123,-1,8,24.47,20,14.49,0,8.11,49.92
W03124,12,12,25.71,6,10.35,24,7.55,47.98
W03125,-1,7,27.19,23,7.95,20,7.16,53.14
W03126,1,1,36.59,14,7.85,13,5.98,44.85
W03127,8,8,24.86,3,14.29,20,7.85,50.73
W03128,10,10,37.49,24,5.5,3,3.85,48.73
W03129,11,11,39.69,24,9.29,16,4.74,46.28
